antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"chest_pain, chills, malaise",phlegm,0.06707317073170732,0.07195121951219512,0.06585365853658537,0.9818181818181818,13.645608628659478,1.0,0.061027662105889356,51.04268292682925,0.9933430162188334,0.8999999999999999,0.9804085533389081,0.9485362095531588
"chest_pain, fatigue, malaise",phlegm,0.06707317073170732,0.07195121951219512,0.06585365853658537,0.9818181818181818,13.645608628659478,1.0,0.061027662105889356,51.04268292682925,0.9933430162188334,0.8999999999999999,0.9804085533389081,0.9485362095531588
phlegm,"chest_pain, fatigue, malaise",0.07195121951219512,0.06707317073170732,0.06585365853658537,0.9152542372881357,13.645608628659478,1.0,0.061027662105889356,11.008536585365867,0.9985642672896287,0.8999999999999999,0.9091614046748645,0.9485362095531588
"high_fever, chest_pain, malaise",phlegm,0.06707317073170732,0.07195121951219512,0.06585365853658537,0.9818181818181818,13.645608628659478,1.0,0.061027662105889356,51.04268292682925,0.9933430162188334,0.8999999999999999,0.9804085533389081,0.9485362095531588
phlegm,"high_fever, chest_pain, cough",0.07195121951219512,0.06585365853658537,0.06463414634146342,0.8983050847457628,13.640929064657879,1.0,0.05989589530041642,9.18577235772358,0.9985371779932065,0.8833333333333332,0.8911359915032969,0.9398932831136222
phlegm,"high_fever, chest_pain, chills",0.07195121951219512,0.06585365853658537,0.06463414634146342,0.8983050847457628,13.640929064657879,1.0,0.05989589530041642,9.18577235772358,0.9985371779932065,0.8833333333333332,0.8911359915032969,0.9398932831136222
"chest_pain, chills, cough",phlegm,0.06585365853658537,0.07195121951219512,0.06463414634146342,0.9814814814814815,13.640929064657879,1.0,0.05989589530041642,50.114634146341544,0.992019311296123,0.8833333333333332,0.9800457487711102,0.9398932831136222
"phlegm, chest_pain","cough, chills",0.07195121951219512,0.06585365853658537,0.06463414634146342,0.8983050847457628,13.640929064657879,1.0,0.05989589530041642,9.18577235772358,0.9985371779932065,0.8833333333333332,0.8911359915032969,0.9398932831136222
"chest_pain, cough, fatigue",phlegm,0.06585365853658537,0.07195121951219512,0.06463414634146342,0.9814814814814815,13.640929064657879,1.0,0.05989589530041642,50.114634146341544,0.992019311296123,0.8833333333333332,0.9800457487711102,0.9398932831136222
phlegm,"chest_pain, cough, fatigue",0.07195121951219512,0.06585365853658537,0.06463414634146342,0.8983050847457628,13.640929064657879,1.0,0.05989589530041642,9.18577235772358,0.9985371779932065,0.8833333333333332,0.8911359915032969,0.9398932831136222
phlegm,"chest_pain, chills, cough",0.07195121951219512,0.06585365853658537,0.06463414634146342,0.8983050847457628,13.640929064657879,1.0,0.05989589530041642,9.18577235772358,0.9985371779932065,0.8833333333333332,0.8911359915032969,0.9398932831136222
"chest_pain, chills, fatigue",phlegm,0.06585365853658537,0.07195121951219512,0.06463414634146342,0.9814814814814815,13.640929064657879,1.0,0.05989589530041642,50.114634146341544,0.992019311296123,0.8833333333333332,0.9800457487711102,0.9398932831136222
"high_fever, chest_pain, cough",phlegm,0.06585365853658537,0.07195121951219512,0.06463414634146342,0.9814814814814815,13.640929064657879,1.0,0.05989589530041642,50.114634146341544,0.992019311296123,0.8833333333333332,0.9800457487711102,0.9398932831136222
"cough, chills","phlegm, chest_pain",0.06585365853658537,0.07195121951219512,0.06463414634146342,0.9814814814814815,13.640929064657879,1.0,0.05989589530041642,50.114634146341544,0.992019311296123,0.8833333333333332,0.9800457487711102,0.9398932831136222
"high_fever, chest_pain, chills",phlegm,0.06585365853658537,0.07195121951219512,0.06463414634146342,0.9814814814814815,13.640929064657879,1.0,0.05989589530041642,50.114634146341544,0.992019311296123,0.8833333333333332,0.9800457487711102,0.9398932831136222
phlegm,"cough, chills",0.07195121951219512,0.06585365853658537,0.06463414634146342,0.8983050847457628,13.640929064657879,1.0,0.05989589530041642,9.18577235772358,0.9985371779932065,0.8833333333333332,0.8911359915032969,0.9398932831136222
"cough, chills",phlegm,0.06585365853658537,0.07195121951219512,0.06463414634146342,0.9814814814814815,13.640929064657879,1.0,0.05989589530041642,50.114634146341544,0.992019311296123,0.8833333333333332,0.9800457487711102,0.9398932831136222
phlegm,"chest_pain, chills, fatigue",0.07195121951219512,0.06585365853658537,0.06463414634146342,0.8983050847457628,13.640929064657879,1.0,0.05989589530041642,9.18577235772358,0.9985371779932065,0.8833333333333332,0.8911359915032969,0.9398932831136222
"high_fever, chest_pain, fatigue",phlegm,0.06585365853658537,0.07195121951219512,0.06463414634146342,0.9814814814814815,13.640929064657879,1.0,0.05989589530041642,50.114634146341544,0.992019311296123,0.8833333333333332,0.9800457487711102,0.9398932831136222
phlegm,"high_fever, chest_pain, fatigue",0.07195121951219512,0.06585365853658537,0.06463414634146342,0.8983050847457628,13.640929064657879,1.0,0.05989589530041642,9.18577235772358,0.9985371779932065,0.8833333333333332,0.8911359915032969,0.9398932831136222
"chest_pain, malaise","phlegm, chills",0.07073170731707316,0.06829268292682927,0.06585365853658537,0.9310344827586208,13.633004926108375,1.0,0.0610232004759072,13.509756097560992,0.9971809079420628,0.8999999999999999,0.9259794186676297,0.9476600985221675
"phlegm, chills","chest_pain, malaise",0.06829268292682927,0.07073170731707316,0.06585365853658537,0.9642857142857143,13.633004926108375,1.0,0.0610232004759072,26.019512195121965,0.9945704867170836,0.8999999999999999,0.9615673040869891,0.9476600985221675
"chest_pain, malaise","phlegm, high_fever",0.07073170731707316,0.06829268292682927,0.06585365853658537,0.9310344827586208,13.633004926108375,1.0,0.0610232004759072,13.509756097560992,0.9971809079420628,0.8999999999999999,0.9259794186676297,0.9476600985221675
"phlegm, fatigue","chest_pain, malaise",0.06829268292682927,0.07073170731707316,0.06585365853658537,0.9642857142857143,13.633004926108375,1.0,0.0610232004759072,26.019512195121965,0.9945704867170836,0.8999999999999999,0.9615673040869891,0.9476600985221675
"phlegm, high_fever","chest_pain, malaise",0.06829268292682927,0.07073170731707316,0.06585365853658537,0.9642857142857143,13.633004926108375,1.0,0.0610232004759072,26.019512195121965,0.9945704867170836,0.8999999999999999,0.9615673040869891,0.9476600985221675
"chest_pain, malaise","phlegm, cough",0.07073170731707316,0.06829268292682927,0.06585365853658537,0.9310344827586208,13.633004926108375,1.0,0.0610232004759072,13.509756097560992,0.9971809079420628,0.8999999999999999,0.9259794186676297,0.9476600985221675
"phlegm, cough","chest_pain, malaise",0.06829268292682927,0.07073170731707316,0.06585365853658537,0.9642857142857143,13.633004926108375,1.0,0.0610232004759072,26.019512195121965,0.9945704867170836,0.8999999999999999,0.9615673040869891,0.9476600985221675
"chest_pain, malaise","phlegm, fatigue",0.07073170731707316,0.06829268292682927,0.06585365853658537,0.9310344827586208,13.633004926108375,1.0,0.0610232004759072,13.509756097560992,0.9971809079420628,0.8999999999999999,0.9259794186676297,0.9476600985221675
phlegm,"chest_pain, chills, fatigue, malaise",0.07195121951219512,0.06341463414634146,0.06219512195121951,0.864406779661017,13.63102998696219,1.0,0.05763236168947056,6.9073170731707325,0.9984798124243127,0.8499999999999999,0.8552259887005651,0.9225880052151239
phlegm,"high_fever, cough, malaise",0.07195121951219512,0.06341463414634146,0.06219512195121951,0.864406779661017,13.63102998696219,1.0,0.05763236168947056,6.9073170731707325,0.9984798124243127,0.8499999999999999,0.8552259887005651,0.9225880052151239
"high_fever, cough, malaise",phlegm,0.06341463414634146,0.07195121951219512,0.06219512195121951,0.9807692307692307,13.63102998696219,1.0,0.05763236168947056,48.258536585365746,0.9893790849673203,0.8499999999999999,0.979278277569999,0.9225880052151239
phlegm,"cough, fatigue, malaise",0.07195121951219512,0.06341463414634146,0.06219512195121951,0.864406779661017,13.63102998696219,1.0,0.05763236168947056,6.9073170731707325,0.9984798124243127,0.8499999999999999,0.8552259887005651,0.9225880052151239
"high_fever, chest_pain, chills, malaise",phlegm,0.06341463414634146,0.07195121951219512,0.06219512195121951,0.9807692307692307,13.63102998696219,1.0,0.05763236168947056,48.258536585365746,0.9893790849673203,0.8499999999999999,0.979278277569999,0.9225880052151239
"cough, fatigue, malaise","phlegm, chest_pain",0.06341463414634146,0.07195121951219512,0.06219512195121951,0.9807692307692307,13.63102998696219,1.0,0.05763236168947056,48.258536585365746,0.9893790849673203,0.8499999999999999,0.979278277569999,0.9225880052151239
phlegm,"high_fever, chest_pain, fatigue, malaise",0.07195121951219512,0.06341463414634146,0.06219512195121951,0.864406779661017,13.63102998696219,1.0,0.05763236168947056,6.9073170731707325,0.9984798124243127,0.8499999999999999,0.8552259887005651,0.9225880052151239
"high_fever, chest_pain, fatigue, malaise",phlegm,0.06341463414634146,0.07195121951219512,0.06219512195121951,0.9807692307692307,13.63102998696219,1.0,0.05763236168947056,48.258536585365746,0.9893790849673203,0.8499999999999999,0.979278277569999,0.9225880052151239
phlegm,"high_fever, chest_pain, cough, malaise",0.07195121951219512,0.06341463414634146,0.06219512195121951,0.864406779661017,13.63102998696219,1.0,0.05763236168947056,6.9073170731707325,0.9984798124243127,0.8499999999999999,0.8552259887005651,0.9225880052151239
phlegm,"high_fever, chest_pain, chills, malaise",0.07195121951219512,0.06341463414634146,0.06219512195121951,0.864406779661017,13.63102998696219,1.0,0.05763236168947056,6.9073170731707325,0.9984798124243127,0.8499999999999999,0.8552259887005651,0.9225880052151239
"phlegm, chest_pain","high_fever, cough, malaise",0.07195121951219512,0.06341463414634146,0.06219512195121951,0.864406779661017,13.63102998696219,1.0,0.05763236168947056,6.9073170731707325,0.9984798124243127,0.8499999999999999,0.8552259887005651,0.9225880052151239
"high_fever, cough, malaise","phlegm, chest_pain",0.06341463414634146,0.07195121951219512,0.06219512195121951,0.9807692307692307,13.63102998696219,1.0,0.05763236168947056,48.258536585365746,0.9893790849673203,0.8499999999999999,0.979278277569999,0.9225880052151239
"high_fever, chest_pain, cough, malaise",phlegm,0.06341463414634146,0.07195121951219512,0.06219512195121951,0.9807692307692307,13.63102998696219,1.0,0.05763236168947056,48.258536585365746,0.9893790849673203,0.8499999999999999,0.979278277569999,0.9225880052151239
"chest_pain, cough, fatigue, malaise",phlegm,0.06341463414634146,0.07195121951219512,0.06219512195121951,0.9807692307692307,13.63102998696219,1.0,0.05763236168947056,48.258536585365746,0.9893790849673203,0.8499999999999999,0.979278277569999,0.9225880052151239
phlegm,"chest_pain, cough, fatigue, malaise",0.07195121951219512,0.06341463414634146,0.06219512195121951,0.864406779661017,13.63102998696219,1.0,0.05763236168947056,6.9073170731707325,0.9984798124243127,0.8499999999999999,0.8552259887005651,0.9225880052151239
"phlegm, chest_pain","cough, fatigue, malaise",0.07195121951219512,0.06341463414634146,0.06219512195121951,0.864406779661017,13.63102998696219,1.0,0.05763236168947056,6.9073170731707325,0.9984798124243127,0.8499999999999999,0.8552259887005651,0.9225880052151239
"phlegm, chest_pain","cough, chills, malaise",0.07195121951219512,0.06341463414634146,0.06219512195121951,0.864406779661017,13.63102998696219,1.0,0.05763236168947056,6.9073170731707325,0.9984798124243127,0.8499999999999999,0.8552259887005651,0.9225880052151239
"chest_pain, chills, fatigue, malaise",phlegm,0.06341463414634146,0.07195121951219512,0.06219512195121951,0.9807692307692307,13.63102998696219,1.0,0.05763236168947056,48.258536585365746,0.9893790849673203,0.8499999999999999,0.979278277569999,0.9225880052151239
"cough, fatigue, malaise",phlegm,0.06341463414634146,0.07195121951219512,0.06219512195121951,0.9807692307692307,13.63102998696219,1.0,0.05763236168947056,48.258536585365746,0.9893790849673203,0.8499999999999999,0.979278277569999,0.9225880052151239
"cough, chills, malaise",phlegm,0.06341463414634146,0.07195121951219512,0.06219512195121951,0.9807692307692307,13.63102998696219,1.0,0.05763236168947056,48.258536585365746,0.9893790849673203,0.8499999999999999,0.979278277569999,0.9225880052151239
phlegm,"chest_pain, chills, cough, malaise",0.07195121951219512,0.06341463414634146,0.06219512195121951,0.864406779661017,13.63102998696219,1.0,0.05763236168947056,6.9073170731707325,0.9984798124243127,0.8499999999999999,0.8552259887005651,0.9225880052151239
"cough, chills, malaise","phlegm, chest_pain",0.06341463414634146,0.07195121951219512,0.06219512195121951,0.9807692307692307,13.63102998696219,1.0,0.05763236168947056,48.258536585365746,0.9893790849673203,0.8499999999999999,0.979278277569999,0.9225880052151239
phlegm,"cough, chills, malaise",0.07195121951219512,0.06341463414634146,0.06219512195121951,0.864406779661017,13.63102998696219,1.0,0.05763236168947056,6.9073170731707325,0.9984798124243127,0.8499999999999999,0.8552259887005651,0.9225880052151239
"chest_pain, chills, cough, malaise",phlegm,0.06341463414634146,0.07195121951219512,0.06219512195121951,0.9807692307692307,13.63102998696219,1.0,0.05763236168947056,48.258536585365746,0.9893790849673203,0.8499999999999999,0.979278277569999,0.9225880052151239
"high_fever, chest_pain","phlegm, malaise",0.06951219512195123,0.06951219512195123,0.06585365853658537,0.9473684210526315,13.628808864265926,1.0,0.06102171326591315,17.67926829268291,0.9958497160332024,0.8999999999999999,0.9434365730840865,0.9473684210526315
"chest_pain, chills","phlegm, malaise",0.06951219512195123,0.06951219512195123,0.06585365853658537,0.9473684210526315,13.628808864265926,1.0,0.06102171326591315,17.67926829268291,0.9958497160332024,0.8999999999999999,0.9434365730840865,0.9473684210526315
"phlegm, malaise","chest_pain, chills",0.06951219512195123,0.06951219512195123,0.06585365853658537,0.9473684210526315,13.628808864265926,1.0,0.06102171326591315,17.67926829268291,0.9958497160332024,0.8999999999999999,0.9434365730840865,0.9473684210526315
"phlegm, malaise","chest_pain, fatigue",0.06951219512195123,0.06951219512195123,0.06585365853658537,0.9473684210526315,13.628808864265926,1.0,0.06102171326591315,17.67926829268291,0.9958497160332024,0.8999999999999999,0.9434365730840865,0.9473684210526315
"chest_pain, fatigue","phlegm, malaise",0.06951219512195123,0.06951219512195123,0.06585365853658537,0.9473684210526315,13.628808864265926,1.0,0.06102171326591315,17.67926829268291,0.9958497160332024,0.8999999999999999,0.9434365730840865,0.9473684210526315
"phlegm, malaise","high_fever, chest_pain",0.06951219512195123,0.06951219512195123,0.06585365853658537,0.9473684210526315,13.628808864265926,1.0,0.06102171326591315,17.67926829268291,0.9958497160332024,0.8999999999999999,0.9434365730840865,0.9473684210526315
phlegm,"cough, chills, fatigue",0.07195121951219512,0.06219512195121951,0.06097560975609756,0.8474576271186441,13.625789298770357,1.0,0.05650059488399762,6.147831978319786,0.9984494086727989,0.8333333333333333,0.8373410328183203,0.9139248919906946
phlegm,"high_fever, chest_pain, cough, fatigue",0.07195121951219512,0.06219512195121951,0.06097560975609756,0.8474576271186441,13.625789298770357,1.0,0.05650059488399762,6.147831978319786,0.9984494086727989,0.8333333333333333,0.8373410328183203,0.9139248919906946
phlegm,"high_fever, chest_pain, chills, fatigue",0.07195121951219512,0.06219512195121951,0.06097560975609756,0.8474576271186441,13.625789298770357,1.0,0.05650059488399762,6.147831978319786,0.9984494086727989,0.8333333333333333,0.8373410328183203,0.9139248919906946
"phlegm, chest_pain","high_fever, cough, chills",0.07195121951219512,0.06219512195121951,0.06097560975609756,0.8474576271186441,13.625789298770357,1.0,0.05650059488399762,6.147831978319786,0.9984494086727989,0.8333333333333333,0.8373410328183203,0.9139248919906946
phlegm,"high_fever, cough, chills",0.07195121951219512,0.06219512195121951,0.06097560975609756,0.8474576271186441,13.625789298770357,1.0,0.05650059488399762,6.147831978319786,0.9984494086727989,0.8333333333333333,0.8373410328183203,0.9139248919906946
"phlegm, chest_pain","cough, chills, fatigue",0.07195121951219512,0.06219512195121951,0.06097560975609756,0.8474576271186441,13.625789298770357,1.0,0.05650059488399762,6.147831978319786,0.9984494086727989,0.8333333333333333,0.8373410328183203,0.9139248919906946
phlegm,"high_fever, chest_pain, chills, cough",0.07195121951219512,0.06219512195121951,0.06097560975609756,0.8474576271186441,13.625789298770357,1.0,0.05650059488399762,6.147831978319786,0.9984494086727989,0.8333333333333333,0.8373410328183203,0.9139248919906946
phlegm,"chest_pain, chills, fatigue, cough",0.07195121951219512,0.06219512195121951,0.06097560975609756,0.8474576271186441,13.625789298770357,1.0,0.05650059488399762,6.147831978319786,0.9984494086727989,0.8333333333333333,0.8373410328183203,0.9139248919906946
"cough, chills, fatigue","phlegm, chest_pain",0.06219512195121951,0.07195121951219512,0.06097560975609756,0.9803921568627451,13.625789298770355,1.0,0.05650059488399762,47.330487804877954,0.9880624187256177,0.8333333333333333,0.9788719692870578,0.9139248919906946
"chest_pain, chills, fatigue, cough",phlegm,0.06219512195121951,0.07195121951219512,0.06097560975609756,0.9803921568627451,13.625789298770355,1.0,0.05650059488399762,47.330487804877954,0.9880624187256177,0.8333333333333333,0.9788719692870578,0.9139248919906946
"high_fever, chest_pain, chills, fatigue",phlegm,0.06219512195121951,0.07195121951219512,0.06097560975609756,0.9803921568627451,13.625789298770355,1.0,0.05650059488399762,47.330487804877954,0.9880624187256177,0.8333333333333333,0.9788719692870578,0.9139248919906946
"cough, chills, fatigue",phlegm,0.06219512195121951,0.07195121951219512,0.06097560975609756,0.9803921568627451,13.625789298770355,1.0,0.05650059488399762,47.330487804877954,0.9880624187256177,0.8333333333333333,0.9788719692870578,0.9139248919906946
"high_fever, chest_pain, cough, fatigue",phlegm,0.06219512195121951,0.07195121951219512,0.06097560975609756,0.9803921568627451,13.625789298770355,1.0,0.05650059488399762,47.330487804877954,0.9880624187256177,0.8333333333333333,0.9788719692870578,0.9139248919906946
"high_fever, cough, chills","phlegm, chest_pain",0.06219512195121951,0.07195121951219512,0.06097560975609756,0.9803921568627451,13.625789298770355,1.0,0.05650059488399762,47.330487804877954,0.9880624187256177,0.8333333333333333,0.9788719692870578,0.9139248919906946
"high_fever, chest_pain, chills, cough",phlegm,0.06219512195121951,0.07195121951219512,0.06097560975609756,0.9803921568627451,13.625789298770355,1.0,0.05650059488399762,47.330487804877954,0.9880624187256177,0.8333333333333333,0.9788719692870578,0.9139248919906946
"high_fever, cough, chills",phlegm,0.06219512195121951,0.07195121951219512,0.06097560975609756,0.9803921568627451,13.625789298770355,1.0,0.05650059488399762,47.330487804877954,0.9880624187256177,0.8333333333333333,0.9788719692870578,0.9139248919906946
"chest_pain, fatigue","phlegm, cough",0.06951219512195123,0.06829268292682927,0.06463414634146342,0.9298245614035087,13.615288220551376,1.0,0.05988697204045211,13.276829268292662,0.9957714087885456,0.8833333333333332,0.924680811977588,0.9381265664160401
"phlegm, high_fever","chest_pain, fatigue",0.06829268292682927,0.06951219512195123,0.06463414634146342,0.9464285714285714,13.615288220551376,1.0,0.05988697204045211,17.369105691056898,0.9944680430702362,0.8833333333333332,0.9424265118891593,0.9381265664160401
"phlegm, cough","high_fever, chest_pain",0.06829268292682927,0.06951219512195123,0.06463414634146342,0.9464285714285714,13.615288220551376,1.0,0.05988697204045211,17.369105691056898,0.9944680430702362,0.8833333333333332,0.9424265118891593,0.9381265664160401
"high_fever, chest_pain","phlegm, cough",0.06951219512195123,0.06829268292682927,0.06463414634146342,0.9298245614035087,13.615288220551376,1.0,0.05988697204045211,13.276829268292662,0.9957714087885456,0.8833333333333332,0.924680811977588,0.9381265664160401
"phlegm, fatigue","high_fever, chest_pain",0.06829268292682927,0.06951219512195123,0.06463414634146342,0.9464285714285714,13.615288220551376,1.0,0.05988697204045211,17.369105691056898,0.9944680430702362,0.8833333333333332,0.9424265118891593,0.9381265664160401
"high_fever, chest_pain","phlegm, fatigue",0.06951219512195123,0.06829268292682927,0.06463414634146342,0.9298245614035087,13.615288220551376,1.0,0.05988697204045211,13.276829268292662,0.9957714087885456,0.8833333333333332,0.924680811977588,0.9381265664160401
"chest_pain, fatigue","phlegm, high_fever",0.06951219512195123,0.06829268292682927,0.06463414634146342,0.9298245614035087,13.615288220551376,1.0,0.05988697204045211,13.276829268292662,0.9957714087885456,0.8833333333333332,0.924680811977588,0.9381265664160401
"phlegm, cough","chest_pain, fatigue",0.06829268292682927,0.06951219512195123,0.06463414634146342,0.9464285714285714,13.615288220551376,1.0,0.05988697204045211,17.369105691056898,0.9944680430702362,0.8833333333333332,0.9424265118891593,0.9381265664160401
"chest_pain, fatigue","phlegm, chills",0.06951219512195123,0.06829268292682927,0.06463414634146342,0.9298245614035087,13.615288220551376,1.0,0.05988697204045211,13.276829268292662,0.9957714087885456,0.8833333333333332,0.924680811977588,0.9381265664160401
"phlegm, cough","chest_pain, chills",0.06829268292682927,0.06951219512195123,0.06463414634146342,0.9464285714285714,13.615288220551376,1.0,0.05988697204045211,17.369105691056898,0.9944680430702362,0.8833333333333332,0.9424265118891593,0.9381265664160401
"phlegm, chills","high_fever, chest_pain",0.06829268292682927,0.06951219512195123,0.06463414634146342,0.9464285714285714,13.615288220551376,1.0,0.05988697204045211,17.369105691056898,0.9944680430702362,0.8833333333333332,0.9424265118891593,0.9381265664160401
"chest_pain, chills","phlegm, fatigue",0.06951219512195123,0.06829268292682927,0.06463414634146342,0.9298245614035087,13.615288220551376,1.0,0.05988697204045211,13.276829268292662,0.9957714087885456,0.8833333333333332,0.924680811977588,0.9381265664160401
"chest_pain, chills","phlegm, cough",0.06951219512195123,0.06829268292682927,0.06463414634146342,0.9298245614035087,13.615288220551376,1.0,0.05988697204045211,13.276829268292662,0.9957714087885456,0.8833333333333332,0.924680811977588,0.9381265664160401
"chest_pain, chills","phlegm, high_fever",0.06951219512195123,0.06829268292682927,0.06463414634146342,0.9298245614035087,13.615288220551376,1.0,0.05988697204045211,13.276829268292662,0.9957714087885456,0.8833333333333332,0.924680811977588,0.9381265664160401
"phlegm, fatigue","chest_pain, chills",0.06829268292682927,0.06951219512195123,0.06463414634146342,0.9464285714285714,13.615288220551376,1.0,0.05988697204045211,17.369105691056898,0.9944680430702362,0.8833333333333332,0.9424265118891593,0.9381265664160401
"phlegm, chills","chest_pain, fatigue",0.06829268292682927,0.06951219512195123,0.06463414634146342,0.9464285714285714,13.615288220551376,1.0,0.05988697204045211,17.369105691056898,0.9944680430702362,0.8833333333333332,0.9424265118891593,0.9381265664160401
"phlegm, high_fever","chest_pain, chills",0.06829268292682927,0.06951219512195123,0.06463414634146342,0.9464285714285714,13.615288220551376,1.0,0.05988697204045211,17.369105691056898,0.9944680430702362,0.8833333333333332,0.9424265118891593,0.9381265664160401
"high_fever, chest_pain","phlegm, chills",0.06951219512195123,0.06829268292682927,0.06463414634146342,0.9298245614035087,13.615288220551376,1.0,0.05988697204045211,13.276829268292662,0.9957714087885456,0.8833333333333332,0.924680811977588,0.9381265664160401
phlegm,"chest_pain, high_fever, cough, fatigue, malaise",0.07195121951219512,0.05975609756097561,0.05853658536585366,0.8135593220338985,13.614666205465241,1.0,0.05423706127305176,5.043126385809317,0.9983848007008321,0.7999999999999999,0.8017103035898792,0.8965755793842962
"phlegm, chest_pain","high_fever, cough, fatigue, malaise",0.07195121951219512,0.05975609756097561,0.05853658536585366,0.8135593220338985,13.614666205465241,1.0,0.05423706127305176,5.043126385809317,0.9983848007008321,0.7999999999999999,0.8017103035898792,0.8965755793842962
phlegm,"chest_pain, chills, high_fever, fatigue, malaise",0.07195121951219512,0.05975609756097561,0.05853658536585366,0.8135593220338985,13.614666205465241,1.0,0.05423706127305176,5.043126385809317,0.9983848007008321,0.7999999999999999,0.8017103035898792,0.8965755793842962
phlegm,"high_fever, cough, fatigue, malaise",0.07195121951219512,0.05975609756097561,0.05853658536585366,0.8135593220338985,13.614666205465241,1.0,0.05423706127305176,5.043126385809317,0.9983848007008321,0.7999999999999999,0.8017103035898792,0.8965755793842962
phlegm,"chest_pain, chills, high_fever, cough, malaise",0.07195121951219512,0.05975609756097561,0.05853658536585366,0.8135593220338985,13.614666205465241,1.0,0.05423706127305176,5.043126385809317,0.9983848007008321,0.7999999999999999,0.8017103035898792,0.8965755793842962
"phlegm, chest_pain","high_fever, cough, chills, malaise",0.07195121951219512,0.05975609756097561,0.05853658536585366,0.8135593220338985,13.614666205465241,1.0,0.05423706127305176,5.043126385809317,0.9983848007008321,0.7999999999999999,0.8017103035898792,0.8965755793842962
